# Auto-generated by gen_game_ctx.py -- DO NOT EDIT
# source_file	line_no	scope	storage	original_name	member_name	kind	type	raw_decl
trade.c	146	file	static	sTradeMenu	sTradeMenu	anon_struct	struct { u8 bg2hofs; u8 bg3hofs; u8 filler_2[38]; u8 partySpriteIds[2][PARTY_SIZE]; u8 cursorSpriteId; u8 cursorPosition; u8 partyCounts[2]; bool8 optionsActive[PARTY_SIZE * 2 + 1]; bool8 isLiveMon[2][PARTY_SIZE]; bool8 isEgg[2][PARTY_SIZE]; u8 hpBarLevels[2][PARTY_SIZE]; u8 bufferPartyState; u8 filler_6A[5]; u8 callbackId; u8 unk_70; // Never read u16 bottomTextTileStart; u8 drawSelectedMonState[2]; u8 selectedMonIdx[2]; u8 playerSelectStatus; u8 partnerSelectStatus; u8 playerConfirmStatus; u8 partnerConfirmStatus; u8 filler_7C[2]; u8 partnerCursorPosition; u16 linkData[20]; u8 timer; u8 giftRibbons[GIFT_RIBBONS_COUNT]; u8 filler_B4[0x81C]; struct { bool8 active; u16 delay; u8 actionId; } queuedActions[4]; u16 tilemapBuffer[BG_SCREEN_SIZE / 2]; } *	static EWRAM_DATA struct {\n    u8 bg2hofs;\n    u8 bg3hofs;\n    u8 filler_2[38];\n    u8 partySpriteIds[2][PARTY_SIZE];\n    u8 cursorSpriteId;\n    u8 cursorPosition;\n    u8 partyCounts[2];\n    bool8 optionsActive[PARTY_SIZE * 2 + 1];\n    bool8 isLiveMon[2][PARTY_SIZE];\n    bool8 isEgg[2][PARTY_SIZE];\n    u8 hpBarLevels[2][PARTY_SIZE];\n    u8 bufferPartyState;\n    u8 filler_6A[5];\n    u8 callbackId;\n    u8 unk_70; // Never read\n    u16 bottomTextTileStart;\n    u8 drawSelectedMonState[2];\n    u8 selectedMonIdx[2];\n    u8 playerSelectStatus;\n    u8 partnerSelectStatus;\n    u8 playerConfirmStatus;\n    u8 partnerConfirmStatus;\n    u8 filler_7C[2];\n    u8 partnerCursorPosition;\n    u16 linkData[20];\n    u8 timer;\n    u8 giftRibbons[GIFT_RIBBONS_COUNT];\n    u8 filler_B4[0x81C];\n    struct {\n        bool8 active;\n        u16 delay;\n        u8 actionId;\n    } queuedActions[4];\n    u16 tilemapBuffer[BG_SCREEN_SIZE / 2];\n} * sTradeMenu = NULL;
trade.c	142	file	static	sMenuTextTileBuffer	sMenuTextTileBuffer	plain	u8 *	static EWRAM_DATA u8 *sMenuTextTileBuffer = NULL;
trade.c	143	file	static	sMenuTextTileBuffers	sMenuTextTileBuffers	plain	u8 *[9]	static EWRAM_DATA u8 *sMenuTextTileBuffers[NUM_MENU_TEXT_SPRITES] = {};
trade.c	144	file	global	gLinkPartnerMail	gLinkPartnerMail	plain	struct Mail[PARTY_SIZE]	EWRAM_DATA struct Mail gLinkPartnerMail[PARTY_SIZE] = {};
trade.c	145	file	global	gSelectedTradeMonPositions	gSelectedTradeMonPositions	plain	u8[2]	EWRAM_DATA u8 gSelectedTradeMonPositions[2] = {0};
trade_scene.c	118	function	static	sTradeAnim	sTradeAnim	anon_struct	struct { /*0x00*/ struct Pokemon tempMon; // Used as a temp variable when swapping Pokémon /*0x64*/ u32 timer; /*0x68*/ u32 monPersonalities[2]; /*0x70*/ u8 filler_70[2]; /*0x72*/ u8 playerFinishStatus; /*0x73*/ u8 partnerFinishStatus; /*0x74*/ u16 linkData[10]; /*0x88*/ u8 linkTimeoutCheck1; /*0x89*/ u8 linkTimeoutCheck2; /*0x8A*/ u16 linkTimeoutTimer; /*0x8C*/ u16 neverRead_8C; /*0x8E*/ u8 monSpriteIds[2]; /*0x90*/ u8 connectionSpriteId1; // Multi-purpose sprite ids used during the transfer sequence /*0x91*/ u8 connectionSpriteId2; /*0x92*/ u8 cableEndSpriteId; /*0x93*/ u8 scheduleLinkTransfer; /*0x94*/ u16 state; /*0x96*/ u8 filler_96[0xD2 - 0x96]; /*0xD2*/ u8 releasePokeballSpriteId; /*0xD3*/ u8 bouncingPokeballSpriteId; /*0xD4*/ u16 bg2texX; /*0xD6*/ u16 bg2texY; /*0xD8*/ u16 neverRead_D8; /*0xDA*/ u16 neverRead_DA; /*0xDC*/ u16 bg2srcX; /*0xDE*/ u16 bg2srcY; /*0xE0*/ s16 bg1vofs; /*0xE2*/ s16 bg1hofs; /*0xE4*/ s16 bg2vofs; /*0xE6*/ s16 bg2hofs; /*0xE8*/ u16 sXY; /*0xEA*/ u16 bg2Zoom; /*0xEC*/ u16 bg2alpha; /*0xEE*/ bool8 isLinkTrade; /*0xF0*/ u16 monSpecies[2]; /*0xF4*/ u16 cachedMapMusic; /*0xF6*/ u8 unk_F6; /*0xF8*/ struct QuestLogEvent_Traded questLogData; /*0x104*/ u8 textColor[3]; /*0x107*/ u8 filler_107[1]; /*0x108*/ bool8 isCableTrade; /*0x109*/ u8 win0left; /*0x10A*/ u8 win0top; /*0x10B*/ u8 win0right; /*0x10C*/ u8 win0bottom; } *	struct {\n    /*0x00*/ struct Pokemon tempMon; // Used as a temp variable when swapping Pokémon\n    /*0x64*/ u32 timer;\n    /*0x68*/ u32 monPersonalities[2];\n    /*0x70*/ u8 filler_70[2];\n    /*0x72*/ u8 playerFinishStatus;\n    /*0x73*/ u8 partnerFinishStatus;\n    /*0x74*/ u16 linkData[10];\n    /*0x88*/ u8 linkTimeoutCheck1;\n    /*0x89*/ u8 linkTimeoutCheck2;\n    /*0x8A*/ u16 linkTimeoutTimer;\n    /*0x8C*/ u16 neverRead_8C;\n    /*0x8E*/ u8 monSpriteIds[2];\n    /*0x90*/ u8 connectionSpriteId1; // Multi-purpose sprite ids used during the transfer sequence\n    /*0x91*/ u8 connectionSpriteId2;\n    /*0x92*/ u8 cableEndSpriteId;\n    /*0x93*/ u8 scheduleLinkTransfer;\n    /*0x94*/ u16 state;\n    /*0x96*/ u8 filler_96[0xD2 - 0x96];\n    /*0xD2*/ u8 releasePokeballSpriteId;\n    /*0xD3*/ u8 bouncingPokeballSpriteId;\n    /*0xD4*/ u16 bg2texX;\n    /*0xD6*/ u16 bg2texY;\n    /*0xD8*/ u16 neverRead_D8;\n    /*0xDA*/ u16 neverRead_DA;\n    /*0xDC*/ u16 bg2srcX;\n    /*0xDE*/ u16 bg2srcY;\n    /*0xE0*/ s16 bg1vofs;\n    /*0xE2*/ s16 bg1hofs;\n    /*0xE4*/ s16 bg2vofs;\n    /*0xE6*/ s16 bg2hofs;\n    /*0xE8*/ u16 sXY;\n    /*0xEA*/ u16 bg2Zoom;\n    /*0xEC*/ u16 bg2alpha;\n    /*0xEE*/ bool8 isLinkTrade;\n    /*0xF0*/ u16 monSpecies[2];\n    /*0xF4*/ u16 cachedMapMusic;\n    /*0xF6*/ u8 unk_F6;\n    /*0xF8*/ struct QuestLogEvent_Traded questLogData;\n    /*0x104*/ u8 textColor[3];\n    /*0x107*/ u8 filler_107[1];\n    /*0x108*/ bool8 isCableTrade;\n    /*0x109*/ u8 win0left;\n    /*0x10A*/ u8 win0top;\n    /*0x10B*/ u8 win0right;\n    /*0x10C*/ u8 win0bottom;\n} static EWRAM_DATA * sTradeAnim = NULL;
trainer_card.c	83	file	global	gTrainerCards	gTrainerCards	plain	struct TrainerCard[4]	EWRAM_DATA struct TrainerCard gTrainerCards[4] = {0};
trainer_card.c	84	file	static	sTrainerCardDataPtr	sTrainerCardDataPtr	plain	struct TrainerCardData *	EWRAM_DATA static struct TrainerCardData *sTrainerCardDataPtr = NULL;
trainer_pokemon_sprites.c	17	file	static	sCreatingSpriteTemplate	sCreatingSpriteTemplate	plain	struct SpriteTemplate	static EWRAM_DATA struct SpriteTemplate sCreatingSpriteTemplate = {};
trainer_pokemon_sprites.c	18	file	static	sSpritePics	sSpritePics	plain	struct PicData[PICS_COUNT]	static EWRAM_DATA struct PicData sSpritePics[PICS_COUNT] = {};
trainer_tower.c	65	file	static	sTrainerTowerState	sTrainerTowerState	plain	struct TrainerTowerState *	static EWRAM_DATA struct TrainerTowerState * sTrainerTowerState = NULL;
trainer_tower.c	66	file	static	sTrainerTowerOpponent	sTrainerTowerOpponent	plain	struct TrainerTowerOpponent *	static EWRAM_DATA struct TrainerTowerOpponent * sTrainerTowerOpponent = NULL;
trainer_tower.c	67	file	static	sUnused	sUnused__trainer_tower	plain	u8	static EWRAM_DATA u8 sUnused = 0;
union_room.c	196	file	static	sWirelessLinkMain	sWirelessLinkMain	anon_struct	union { struct WirelessLink_Leader *leader; struct WirelessLink_Group *group; struct WirelessLink_URoom *uRoom; }	static EWRAM_DATA union\n{\n    struct WirelessLink_Leader *leader;\n    struct WirelessLink_Group *group;\n    struct WirelessLink_URoom *uRoom;\n} sWirelessLinkMain = {};
union_room.c	193	file	static	sUnionRoomPlayerName	sUnionRoomPlayerName	plain	u8[12]	static EWRAM_DATA u8 sUnionRoomPlayerName[12] = {};
union_room.c	194	file	static	sPlayerCurrActivity	sPlayerCurrActivity	plain	u8	static EWRAM_DATA u8 sPlayerCurrActivity = 0;
union_room.c	195	file	static	sPlayerActivityGroupSize	sPlayerActivityGroupSize	plain	u8	static EWRAM_DATA u8 sPlayerActivityGroupSize = 0;
union_room.c	202	file	static	sUnused	sUnused__union_room	plain	u32	static EWRAM_DATA u32 sUnused = 0;
union_room.c	203	file	global	gRfuPartnerCompatibilityData	gRfuPartnerCompatibilityData	plain	struct RfuGameCompatibilityData	EWRAM_DATA struct RfuGameCompatibilityData gRfuPartnerCompatibilityData = {};
union_room.c	204	file	global	gUnionRoomOfferedSpecies	gUnionRoomOfferedSpecies	plain	u16	EWRAM_DATA u16 gUnionRoomOfferedSpecies = SPECIES_NONE;
union_room.c	205	file	global	gUnionRoomRequestedMonType	gUnionRoomRequestedMonType	plain	u8	EWRAM_DATA u8 gUnionRoomRequestedMonType = TYPE_NORMAL;
union_room.c	206	file	static	sUnionRoomTrade	sUnionRoomTrade	plain	struct UnionRoomTrade	static EWRAM_DATA struct UnionRoomTrade sUnionRoomTrade = {};
union_room_battle.c	19	file	static	sWork	sWork__union_room_battle	plain	struct UnionRoomBattleWork *	static EWRAM_DATA struct UnionRoomBattleWork * sWork = NULL;
union_room_chat.c	74	file	static	sWork	sWork__union_room_chat	plain	struct UnionRoomChat *	static EWRAM_DATA struct UnionRoomChat * sWork = NULL;
union_room_chat_display.c	68	file	static	sWork	sWork__union_room_chat_display	plain	struct UnionRoomChat2 *	static EWRAM_DATA struct UnionRoomChat2 * sWork = NULL;
union_room_chat_objects.c	25	file	static	sWork	sWork__union_room_chat_objects	plain	struct UnionRoomChat3 *	static EWRAM_DATA struct UnionRoomChat3 *sWork = NULL;
union_room_player_avatar.c	23	file	static	sUnionObjWork	sUnionObjWork	plain	struct UnionRoomObject *	static EWRAM_DATA struct UnionRoomObject * sUnionObjWork = NULL;
union_room_player_avatar.c	24	file	static	sUnionObjRefreshTimer	sUnionObjRefreshTimer	plain	u32	static EWRAM_DATA u32 sUnionObjRefreshTimer = 0;
vs_seeker.c	91	file	static	sVsSeeker	sVsSeeker	plain	struct VsSeekerStruct *	static EWRAM_DATA struct VsSeekerStruct *sVsSeeker = NULL;
wild_encounter.c	34	file	static	sWildEncounterData	sWildEncounterData	plain	struct WildEncounterData	static EWRAM_DATA struct WildEncounterData sWildEncounterData = {};
wild_encounter.c	35	file	static	sWildEncountersDisabled	sWildEncountersDisabled	plain	bool8	static EWRAM_DATA bool8 sWildEncountersDisabled = FALSE;
window.c	10	file	global	gWindows	gWindows	plain	struct Window[WINDOWS_MAX]	EWRAM_DATA struct Window gWindows[WINDOWS_MAX] = {0};
window_8bpp.c	4	file	static	sWindowPtr	sWindowPtr	plain	struct Window *	EWRAM_DATA static struct Window* sWindowPtr = NULL;
window_8bpp.c	5	file	static	sWindowSize	sWindowSize	plain	u16	EWRAM_DATA static u16 sWindowSize = 0;
upstream_stubs.c	26	file	global	gHeap	gHeap	plain	u8[HEAP_SIZE]	EWRAM_DATA u8 gHeap[HEAP_SIZE] = {0};
